actualelapsedtime,airtime,arrdelay,arrtime,crsarrtime,crsdeptime,crselapsedtime,cancelled,dayofweek,dayofmonth,depdelay,deptime,dest,distance,diverted,flightnum,month,origin,tailnum,taxiin,taxiout,uniquecarrier,year
142.0,124.0,1.0,1248.0,1247,1023,144.0,0,2,31,3.0,1026.0,SEA,937.0,0,417,8,BUR,N961AS,6.0,12.0,AS,1999
111.0,80.0,25.0,2007.0,1942,1700,102.0,0,6,17,16.0,1716.0,SLC,590.0,0,716,4,LAX,N901DA,7.0,24.0,DL,2004
140.0,120.0,-6.0,1449.0,1455,1135,140.0,0,2,17,-6.0,1129.0,ATL,874.0,0,672,7,SAT,-N911D,11.0,9.0,DL,2001
118.0,103.0,3.0,1524.0,1521,1324,117.0,0,7,14,2.0,1326.0,LAS,762.0,0,795,3,PDX,N315AW,5.0,10.0,HP,2004
394.0,330.0,18.0,2033.0,2015,1700,375.0,0,2,4,-1.0,1659.0,LAX,2475.0,0,181,12,JFK,N329AA,3.0,61.0,AA,2007
95.0,72.0,40.0,1716.0,1636,1450,106.0,0,1,22,51.0,1541.0,IAD,533.0,0,1874,10,ATL,N668DN,3.0,20.0,DL,2007
345.0,148.0,-33.0,1332.0,1405,1050,375.0,0,2,9,-3.0,1047.0,LGB,2465.0,0,209,11,JFK,N552JB,4.0,13.0,B6,2004
69.0,52.0,-22.0,1834.0,1856,1730,86.0,0,4,7,-5.0,1725.0,BOS,399.0,0,6422,3,DCA,N757UW,8.0,9.0,US,2002
96.0,77.0,-11.0,1246.0,1257,1010,107.0,0,5,30,0.0,1010.0,SLC,599.0,0,3804,5,SFO,N452SW,7.0,12.0,OO,2008
90.0,71.0,12.0,806.0,754,625,89.0,0,6,24,11.0,636.0,MEM,469.0,0,1084,7,IAH,N9341,7.0,12.0,NW,1999
83.0,68.0,-19.0,1049.0,1108,930,98.0,0,5,29,-4.0,926.0,CLE,418.0,0,439,11,LGA,N63305,5.0,10.0,CO,1996
47.0,36.0,-3.0,1857.0,1900,1810,50.0,0,1,10,0.0,1810.0,LAS,197.0,0,512,4,ONT,N661,7.0,4.0,WN,2000
161.0,139.0,20.0,2101.0,2041,1814,147.0,0,5,22,6.0,1820.0,IAH,925.0,0,1755,9,ORD,N2CHAA,5.0,17.0,AA,1995
263.0,422.0,3.0,1903.0,1900,1145,255.0,0,2,15,-5.0,1140.0,ATL,1933.0,0,264,7,LGB,N548JB,8.0,13.0,B6,2003
90.0,78.0,-12.0,1257.0,1309,1132,97.0,0,6,1,-5.0,1127.0,PHL,365.0,0,448,12,PWM,N336äâ,4.0,8.0,US,2001
66.0,45.0,-4.0,832.0,836,730,66.0,0,3,13,-4.0,726.0,SAT,247.0,0,1563,1,DFW,N920DL,3.0,18.0,DL,1999
112.0,85.0,8.0,1229.0,1221,1040,101.0,0,7,13,-3.0,1037.0,MSP,449.0,0,592,2,STL,N957N,15.0,12.0,NW,2000
151.0,124.0,-5.0,1541.0,1546,1215,151.0,0,1,15,-5.0,1210.0,DTW,926.0,0,1478,8,MSY,N312NB,17.0,10.0,NW,2005
76.0,61.0,-10.0,1204.0,1214,1045,89.0,0,7,14,3.0,1048.0,BWI,370.0,0,447,5,BOS,N953AT,5.0,10.0,FL,2006
236.0,224.0,16.0,2126.0,2110,1530,220.0,0,7,4,0.0,1530.0,BWI,1670.0,0,1604,5,ABQ,N416,2.0,10.0,WN,2003
214.0,172.0,10.0,1059.0,1049,925,204.0,0,5,18,0.0,925.0,LAS,1222.0,0,497,1,IAH,N75854,10.0,32.0,CO,2008
112.0,89.0,-3.0,1420.0,1423,1230,113.0,0,3,29,-2.0,1228.0,PVD,683.0,0,1431,7,CLT,N434US,4.0,19.0,US,1998
59.0,49.0,-15.0,1532.0,1547,1343,64.0,0,4,25,-10.0,1333.0,ATL,272.0,0,426,11,PNS,N969AT,4.0,6.0,FL,2004
50.0,38.0,0.0,1550.0,1550,1500,50.0,0,2,13,0.0,1500.0,FLL,178.0,0,270,7,MCO,N730,3.0,9.0,WN,1999
73.0,51.0,1.0,1552.0,1551,1535,76.0,0,6,28,4.0,1539.0,MSN,312.0,0,1907,6,DTW,N770NC,5.0,17.0,NW,2003
112.0,93.0,15.0,1335.0,1320,1130,110.0,0,4,4,13.0,1143.0,EWR,644.0,0,1464,1,IND,N16201,7.0,12.0,CO,1996
274.0,258.0,24.0,2024.0,2000,1735,265.0,0,4,28,15.0,1750.0,SEA,1733.0,0,1062,3,MDW,N755,6.0,10.0,WN,2002
109.0,80.0,25.0,1314.0,1249,1000,109.0,0,3,25,25.0,1025.0,ATL,589.0,0,4484,7,XNA,N842AS,12.0,17.0,EV,2007
47.0,29.0,-13.0,856.0,909,815,54.0,0,7,2,-6.0,809.0,CAE,191.0,0,809,7,ATL,N982DL,5.0,13.0,DL,2000
73.0,61.0,-9.0,921.0,930,810,80.0,0,6,2,-2.0,808.0,SAN,417.0,0,1521,11,SJC,N404AA,4.0,8.0,AA,2002
72.0,41.0,12.0,1357.0,1345,1145,60.0,0,1,16,0.0,1145.0,PHX,256.0,0,2450,12,LAS,N188AW,5.0,26.0,HP,1996
85.0,69.0,5.0,825.0,820,655,85.0,0,6,9,5.0,700.0,SAN,446.0,0,1337,3,OAK,N61,1.0,15.0,WN,1996
197.0,161.0,7.0,1329.0,1322,1115,187.0,0,7,19,-3.0,1112.0,BOI,1142.0,0,1271,11,MSP,N203US,4.0,32.0,NW,2000
137.0,119.0,7.0,1056.0,1049,840,129.0,0,6,12,-1.0,839.0,MSP,700.0,0,1295,2,MEM,N289US,7.0,11.0,NW,2000
58.0,47.0,5.0,750.0,745,645,60.0,0,2,14,7.0,652.0,PHL,228.0,0,433,3,SYR,N819US,2.0,9.0,US,1995
79.0,43.0,21.0,1941.0,1920,1820,60.0,0,2,7,2.0,1822.0,ORD,174.0,0,4368,11,GRB,N839AE,11.0,25.0,MQ,2006
59.0,45.0,-1.0,1534.0,1535,1433,62.0,0,4,28,2.0,1435.0,TXK,181.0,0,3399,6,DFW,-N387M,4.0,10.0,MQ,2001
124.0,112.0,-8.0,1757.0,1805,1655,130.0,0,5,14,-2.0,1653.0,SFO,651.0,0,1986,11,PHX,N351SW,5.0,7.0,WN,2008
77.0,56.0,-3.0,1827.0,1830,1705,85.0,0,7,30,5.0,1710.0,CVG,373.0,0,354,7,ATL,N137DL,7.0,14.0,DL,1995
154.0,136.0,-10.0,1442.0,1452,1115,157.0,0,3,10,-7.0,1108.0,PHX,1107.0,0,7,3,SEA,N826AW,6.0,12.0,HP,2004
133.0,111.0,4.0,1404.0,1400,1250,130.0,0,1,18,1.0,1251.0,MCI,694.0,0,2016,10,CLE,N13903,7.0,15.0,XE,2004
98.0,81.0,-20.0,2056.0,2116,1823,113.0,0,1,27,-5.0,1818.0,DFW,641.0,0,1330,10,DEN,N219AA,9.0,8.0,AA,2003
80.0,64.0,-14.0,1650.0,1704,1532,92.0,0,3,13,-2.0,1530.0,XNA,438.0,0,2574,9,IAH,N11199,6.0,10.0,XE,2006
100.0,74.0,-5.0,1120.0,1125,940,105.0,0,7,1,0.0,940.0,PIT,526.0,0,1560,7,ATL,N938DL,6.0,20.0,DL,2007
82.0,67.0,-14.0,1312.0,1326,1155,91.0,0,6,15,-5.0,1150.0,BGM,506.0,0,5711,10,CVG,N806CA,3.0,12.0,OH,2005
134.0,106.0,-1.0,1449.0,1450,1240,130.0,0,6,19,-5.0,1235.0,IND,587.0,0,4797,1,PHL,86969E,12.0,16.0,9E,2008
205.0,184.0,-14.0,1706.0,1720,1543,217.0,0,4,13,-2.0,1541.0,SMF,1431.0,0,1807,8,DFW,N454AA,6.0,15.0,AA,1998
39.0,18.0,-4.0,2004.0,2008,1925,43.0,0,2,25,0.0,1925.0,DAY,64.0,0,6154,5,CVG,N424FJ,2.0,19.0,DH,2004
69.0,51.0,4.0,1514.0,1510,1305,65.0,0,5,23,0.0,1305.0,BOI,344.0,0,807,4,PDX,N332,3.0,15.0,WN,2004
185.0,174.0,21.0,1431.0,1410,1105,185.0,0,1,28,21.0,1126.0,MCO,1073.0,0,1892,12,PVD,N655,2.0,9.0,WN,1998
59.0,50.0,-6.0,1314.0,1320,1215,65.0,0,7,9,0.0,1215.0,SJC,333.0,0,1318,3,ONT,N344,3.0,6.0,WN,1997
84.0,58.0,25.0,1400.0,1335,1205,90.0,0,5,3,31.0,1236.0,DCA,405.0,0,236,7,DTW,N302US,7.0,19.0,NW,1998
83.0,69.0,-2.0,1943.0,1945,1820,85.0,0,3,17,0.0,1820.0,OMA,423.0,0,2253,1,MDW,N469,2.0,12.0,WN,2007
140.0,122.0,-16.0,10.0,26,2150,156.0,0,2,19,0.0,2150.0,IAH,925.0,0,1647,8,ORD,N585AA,7.0,11.0,AA,1997
73.0,48.0,7.0,1315.0,1308,1300,68.0,0,1,3,2.0,1302.0,VPS,264.0,0,897,4,ATL,N907DE,6.0,19.0,DL,2006
54.0,36.0,-2.0,924.0,926,830,56.0,0,1,22,0.0,829.0,PIH,150.0,0,3610,3,SLC,N212SW,3.0,16.0,OO,2004
125.0,116.0,7.0,1602.0,1555,1355,120.0,0,3,6,2.0,1357.0,CLT,683.0,0,765,12,PVD,N337US,4.0,5.0,US,1995
116.0,89.0,12.0,1717.0,1705,1421,104.0,0,5,22,0.0,1421.0,SLC,601.0,0,3965,7,TUS,N453SW,7.0,20.0,OO,2005
188.0,147.0,80.0,1930.0,1810,1530,160.0,0,3,22,52.0,1622.0,ATL,745.0,0,1151,2,EWR,N11641,11.0,30.0,CO,2006
161.0,145.0,11.0,844.0,833,705,148.0,0,6,10,-2.0,703.0,ORD,849.0,0,446,1,PVD,N7256U,4.0,12.0,UA,1998
86.0,63.0,6.0,2230.0,2224,2010,74.0,0,7,31,-6.0,2004.0,ATL,425.0,0,582,8,MSY,N640DL,16.0,7.0,DL,1997
137.0,116.0,-7.0,1520.0,1527,1305,142.0,0,6,20,-2.0,1303.0,MSP,852.0,0,1725,5,DFW,N448AA,8.0,13.0,AA,2006
54.0,43.0,-1.0,1234.0,1235,1035,60.0,0,2,20,5.0,1040.0,ABQ,328.0,0,393,10,PHX,N647,3.0,8.0,WN,1998
313.0,293.0,-22.0,2121.0,2143,1315,328.0,0,2,22,-7.0,1308.0,JFK,2475.0,0,890,5,LAX,N505UA,5.0,15.0,UA,2007
117.0,93.0,0.0,1122.0,1122,920,122.0,0,1,31,5.0,925.0,DTW,614.0,0,1443,7,PVD,N309NB,14.0,10.0,NW,2000
282.0,251.0,85.0,741.0,616,2246,270.0,0,5,12,73.0,2359.0,BWI,2106.0,0,778,5,LAS,N649AW,8.0,23.0,US,2006
173.0,137.0,29.0,1119.0,1050,730,140.0,0,5,1,-4.0,726.0,LGA,812.0,0,2899,2,MSN,80419E,9.0,27.0,9E,2008
123.0,89.0,74.0,2318.0,2204,1959,125.0,0,3,1,76.0,2115.0,CLT,544.0,0,5594,12,LGA,N729CA,4.0,30.0,OH,2004
144.0,125.0,-4.0,1021.0,1025,700,145.0,0,7,7,-3.0,657.0,MCO,1005.0,0,716,10,ORD,N5BUAA,5.0,14.0,AA,2007
141.0,127.0,-5.0,2041.0,2046,1820,146.0,0,5,25,0.0,1820.0,PDX,933.0,0,561,7,SAN,N788AS,3.0,11.0,AS,1997
124.0,103.0,-16.0,1616.0,1632,1315,137.0,0,2,29,-3.0,1312.0,PVD,849.0,0,546,6,ORD,N440UA,5.0,16.0,UA,2004
194.0,163.0,30.0,1342.0,1312,1030,162.0,0,2,7,-2.0,1028.0,FNT,1011.0,0,1545,3,MCO,N9339,5.0,26.0,NW,2006
252.0,226.0,4.0,1406.0,1402,645,257.0,0,3,9,9.0,654.0,CVG,1877.0,0,618,6,SNA,N690DL,6.0,20.0,DL,2004
40.0,28.0,-7.0,1218.0,1225,1140,45.0,0,2,24,-2.0,1138.0,MCI,152.0,0,1703,10,OMA,N18612,3.0,9.0,CO,1995
131.0,105.0,-27.0,1353.0,1420,1052,148.0,0,4,25,-10.0,1042.0,ATL,906.0,0,855,12,MSP,N975AT,8.0,18.0,FL,2003
78.0,32.0,8.0,2017.0,2009,1859,70.0,0,1,3,0.0,1859.0,MLI,187.0,0,641,4,STL,N926L,2.0,44.0,TW,1995
338.0,300.0,-54.0,2031.0,2125,1755,390.0,0,2,28,-2.0,1753.0,SEA,2421.0,0,1995,3,JFK,N183DN,7.0,31.0,DL,2000
89.0,70.0,1.0,1756.0,1755,1630,85.0,0,5,3,-3.0,1627.0,IAH,429.0,0,475,5,TUL,N70542,9.0,10.0,CO,1996
230.0,182.0,-6.0,2330.0,2336,1845,231.0,0,4,5,-5.0,1840.0,SJU,1608.0,0,1945,2,EWR,N37277,5.0,43.0,CO,2004
135.0,115.0,-23.0,1357.0,1420,1045,155.0,0,2,24,-3.0,1042.0,MCO,1005.0,0,1500,10,ORD,N5FEAA,5.0,15.0,AA,2006
55.0,44.0,-27.0,846.0,913,755,78.0,0,3,10,-4.0,751.0,PWM,270.0,0,5543,11,LGA,N468CA,2.0,9.0,OH,2004
60.0,52.0,50.0,2323.0,2233,2015,78.0,0,4,26,68.0,2123.0,CVG,264.0,0,5032,10,ORD,N659CA,1.0,7.0,OH,2006
106.0,84.0,-2.0,849.0,851,710,101.0,0,3,25,-7.0,703.0,PHL,365.0,0,903,12,PWM,N529AU,8.0,14.0,US,2002
84.0,67.0,2.0,159.0,157,35,82.0,0,6,30,0.0,35.0,OAK,407.0,0,2631,1,LAS,N182AW,6.0,11.0,HP,1999
52.0,34.0,2.0,1412.0,1410,1320,50.0,0,4,9,0.0,1320.0,IAH,217.0,0,239,3,DAL,N388,4.0,14.0,WN,1995
74.0,57.0,-6.0,1353.0,1359,1245,74.0,0,1,8,-6.0,1239.0,DCA,411.0,0,1620,11,CVG,N963DL,5.0,12.0,DL,1999
94.0,75.0,93.0,115.0,2342,2055,107.0,0,7,21,106.0,2241.0,SYR,607.0,0,7414,12,ORD,N683BR,5.0,14.0,DH,2003
130.0,117.0,61.0,2125.0,2024,1706,138.0,0,4,23,69.0,1815.0,TPA,929.0,0,832,9,DFW,N495AA,2.0,11.0,AA,2004
186.0,141.0,34.0,1939.0,1905,1555,190.0,0,6,7,38.0,1633.0,MIA,1090.0,0,1555,6,JFK,N083AA,10.0,35.0,AA,2008
196.0,176.0,-2.0,2236.0,2238,2020,198.0,0,1,27,0.0,2020.0,DFW,1068.0,0,971,3,PIT,N803US,3.0,17.0,US,1995
74.0,55.0,66.0,2341.0,2235,2125,70.0,0,7,20,62.0,2227.0,OAK,361.0,0,1432,4,ONT,N376,12.0,7.0,WN,1997
56.0,35.0,-16.0,1214.0,1230,1130,60.0,0,2,20,-12.0,1118.0,JAC,205.0,0,922,3,SLC,N612DL,4.0,17.0,DL,2007
345.0,103.0,248.0,2125.0,1717,1545,92.0,0,7,6,-5.0,1540.0,BNA,409.0,0,7408,7,ORD,N635BR,11.0,231.0,DH,2003
161.0,122.0,3.0,1342.0,1339,1205,154.0,0,1,22,-4.0,1201.0,TUS,936.0,0,1403,3,IAH,N14347,12.0,27.0,CO,1999
90.0,60.0,89.0,1534.0,1405,1245,80.0,0,5,20,79.0,1404.0,SAN,447.0,0,466,10,SFO,N698,4.0,26.0,WN,1995
156.0,129.0,11.0,1421.0,1410,945,145.0,0,2,9,0.0,945.0,HOU,1020.0,0,611,4,PHX,N384,3.0,24.0,WN,1996
79.0,63.0,-6.0,824.0,830,705,85.0,0,2,13,0.0,705.0,RNO,390.0,0,1149,2,LAX,N364,2.0,14.0,WN,1996
226.0,141.0,67.0,2400.0,2253,1905,168.0,0,5,14,9.0,1914.0,PBI,1144.0,0,1564,4,ORD,N444UA,3.0,82.0,UA,2006
142.0,130.0,-10.0,1047.0,1057,825,152.0,0,6,22,0.0,825.0,PHX,1009.0,0,2955,6,PDX,N169AW,3.0,9.0,HP,1996
324.0,299.0,-24.0,1957.0,2021,1736,345.0,0,3,1,-3.0,1733.0,SEA,2306.0,0,917,10,IAD,N583UA,6.0,19.0,UA,2008
180.0,155.0,-6.0,1959.0,2005,1759,186.0,0,6,20,0.0,1759.0,SAT,1095.0,0,2679,9,CLT,N908FJ,5.0,20.0,YV,2008
75.0,62.0,0.0,1310.0,1310,1055,75.0,0,3,25,0.0,1055.0,PHX,369.0,0,1488,2,BUR,N395,4.0,9.0,WN,1998
96.0,71.0,-5.0,1830.0,1835,1550,105.0,0,5,4,4.0,1554.0,DFW,569.0,0,1170,5,ABQ,N464AA,11.0,14.0,AA,2007
32.0,20.0,-24.0,2123.0,2147,2116,31.0,0,5,10,-25.0,2051.0,SRQ,77.0,0,480,3,RSW,N958U,3.0,9.0,TW,1995
58.0,43.0,1.0,1322.0,1321,1225,56.0,0,5,27,-1.0,1224.0,DCA,227.0,0,1503,9,RDU,N966VJ,7.0,8.0,US,1996
190.0,153.0,5.0,1953.0,1948,1844,184.0,0,4,11,-1.0,1843.0,ONT,1189.0,0,771,9,DFW,N5DBAA,4.0,33.0,AA,1997
281.0,246.0,1.0,1435.0,1434,700,274.0,0,3,27,-6.0,654.0,ATL,2172.0,0,1683,12,PDX,N6713Y,6.0,29.0,DL,2006
147.0,130.0,-15.0,1628.0,1643,1505,158.0,0,4,9,-4.0,1501.0,DFW,929.0,0,1777,9,TPA,N493AA,9.0,8.0,AA,2004
86.0,69.0,-24.0,1351.0,1415,1230,105.0,0,3,24,-5.0,1225.0,RDU,426.0,0,4694,9,JFK,N850AE,3.0,14.0,MQ,2008
175.0,122.0,29.0,1250.0,1221,850,151.0,0,1,28,5.0,855.0,TPA,1012.0,0,1126,10,ORD,N405AA,28.0,25.0,AA,1996
77.0,62.0,-14.0,1239.0,1253,1225,88.0,0,6,29,-3.0,1222.0,BTR,449.0,0,1115,6,ATL,N976DL,5.0,10.0,DL,1996
41.0,31.0,-1.0,1459.0,1500,1415,45.0,0,4,23,3.0,1418.0,CRP,187.0,0,27,1,HOU,N105,3.0,7.0,WN,2003
268.0,252.0,20.0,1206.0,1146,931,255.0,0,3,15,7.0,938.0,SEA,1660.0,0,1215,2,DFW,N501AA,3.0,13.0,AA,1995
110.0,84.0,-2.0,1310.0,1312,1020,112.0,0,7,23,0.0,1020.0,SLC,626.0,0,1197,2,SAN,N907DA,6.0,20.0,DL,2003
72.0,47.0,-7.0,1045.0,1052,933,79.0,0,1,10,0.0,933.0,STL,258.0,0,489,1,ORD,N64339,5.0,20.0,TW,2000
130.0,90.0,12.0,1330.0,1318,1120,118.0,0,3,29,0.0,1120.0,STL,668.0,0,101,8,IAH,N401ãæ,3.0,37.0,TW,2001
50.0,36.0,0.0,945.0,945,855,50.0,0,1,12,0.0,855.0,HRL,233.0,0,153,8,SAT,N82,2.0,12.0,WN,2002
90.0,62.0,8.0,2054.0,2046,1920,86.0,0,7,6,4.0,1924.0,MSY,448.0,0,262,6,DFW,N377DA,4.0,24.0,DL,1999
78.0,52.0,6.0,1416.0,1410,1250,80.0,0,1,19,8.0,1258.0,DAB,366.0,0,4621,7,ATL,N701EV,2.0,24.0,EV,2004
146.0,134.0,-22.0,1451.0,1513,1125,168.0,0,7,23,0.0,1125.0,JFK,1182.0,0,880,2,MSY,N905TW,4.0,8.0,TW,1997
54.0,38.0,-2.0,911.0,913,818,55.0,0,2,29,-1.0,817.0,DFW,190.0,0,1213,4,AUS,N486AA,8.0,8.0,AA,1997
114.0,93.0,-5.0,1501.0,1506,1408,118.0,0,1,28,-1.0,1407.0,DEN,641.0,0,269,4,DFW,N557AA,6.0,15.0,AA,1997
50.0,39.0,0.0,1300.0,1300,1210,50.0,0,2,15,0.0,1210.0,SJC,188.0,0,1275,9,RNO,N388,3.0,8.0,WN,1998
128.0,111.0,-14.0,1204.0,1218,1100,138.0,0,1,25,-4.0,1056.0,COS,809.0,0,1017,11,IAH,N33637,4.0,13.0,CO,1996
129.0,106.0,7.0,1950.0,1943,1725,138.0,0,7,9,16.0,1741.0,DSM,802.0,0,2190,2,IAH,N18982,5.0,18.0,XE,2003
259.0,212.0,5.0,1815.0,1810,1200,250.0,0,3,21,-4.0,1156.0,ORD,1846.0,0,870,4,SFO,N815UA,7.0,40.0,UA,2004
71.0,58.0,16.0,1931.0,1915,1800,75.0,0,4,15,20.0,1820.0,BHM,410.0,0,794,12,STL,N784,3.0,10.0,WN,2005
384.0,339.0,37.0,2147.0,2110,1755,375.0,0,4,2,28.0,1823.0,LAX,2611.0,0,61,8,BOS,-N187D,9.0,36.0,DL,2001
72.0,55.0,7.0,1837.0,1830,1725,65.0,0,7,8,0.0,1725.0,MDW,251.0,0,505,9,STL,N355,6.0,11.0,WN,2002
127.0,111.0,-16.0,1301.0,1317,1000,137.0,0,1,9,-6.0,954.0,ATL,874.0,0,430,9,SAT,N998DL,7.0,9.0,DL,2002
100.0,66.0,-1.0,1303.0,1304,1025,99.0,0,1,26,-2.0,1023.0,DTW,440.0,0,766,8,STL,N52312,6.0,28.0,TW,1996
52.0,33.0,24.0,1000.0,936,842,54.0,0,1,18,26.0,908.0,MLI,187.0,0,509,11,STL,N969Z,2.0,17.0,TW,1996
120.0,89.0,73.0,1917.0,1804,1700,124.0,0,4,19,77.0,1817.0,ORD,599.0,0,4325,9,CLT,N808MQ,5.0,26.0,MQ,2002
149.0,117.0,9.0,1337.0,1328,1107,141.0,0,1,14,1.0,1108.0,BUR,937.0,0,507,9,SEA,N981AS,5.0,27.0,AS,1998
255.0,240.0,-10.0,2315.0,2325,1645,280.0,0,7,20,15.0,1700.0,PVD,2277.0,0,2279,2,PHX,N797,3.0,12.0,WN,2005
215.0,88.0,149.0,2250.0,2021,1910,131.0,0,4,16,65.0,2015.0,MSP,596.0,0,1174,1,CVG,N978DL,7.0,120.0,DL,2003
128.0,107.0,-15.0,2252.0,2307,2045,142.0,0,4,3,-1.0,2044.0,DFW,802.0,0,2359,8,ORD,N511AA,8.0,13.0,AA,2000
49.0,39.0,-7.0,918.0,925,835,50.0,0,2,16,-6.0,829.0,SFO,86.0,0,5563,12,SMF,N563SW,4.0,6.0,OO,2008
124.0,106.0,-1.0,1916.0,1917,1810,127.0,0,6,2,2.0,1812.0,ONT,819.0,0,1209,12,DEN,N537UA,5.0,13.0,UA,2000
57.0,37.0,0.0,1745.0,1745,1750,55.0,0,7,16,-2.0,1748.0,ORD,137.0,0,1498,4,GRR,N992UA,9.0,11.0,UA,2000
101.0,40.0,156.0,153.0,2317,2211,66.0,0,4,4,121.0,12.0,IAH,224.0,0,862,6,DFW,N224AA,8.0,53.0,AA,1998
98.0,79.0,-4.0,1111.0,1115,835,100.0,0,2,30,-2.0,833.0,DEN,602.0,0,1968,10,PHX,N369SW,8.0,11.0,WN,2007
137.0,113.0,-4.0,1013.0,1017,900,137.0,0,6,2,-4.0,856.0,OKC,756.0,0,699,10,CVG,N367DL,4.0,20.0,DL,1999
82.0,69.0,-18.0,1352.0,1410,1235,95.0,0,7,20,-5.0,1230.0,DFW,432.0,0,831,5,MEM,N952N@,4.0,9.0,NW,2001
153.0,138.0,-21.0,2043.0,2104,1914,170.0,0,2,14,-4.0,1910.0,DFW,927.0,0,817,11,CMH,N532AA,4.0,11.0,AA,2000
68.0,51.0,-5.0,1252.0,1257,1144,73.0,0,6,4,0.0,1144.0,LAX,209.0,0,3052,3,FAT,N382AE,10.0,7.0,MQ,2006
209.0,160.0,38.0,1553.0,1515,1410,185.0,0,5,29,14.0,1424.0,LAX,1235.0,0,2445,6,DFW,N4WPAA,13.0,36.0,AA,2007
107.0,81.0,217.0,106.0,2129,1840,109.0,0,7,22,219.0,2219.0,CLT,599.0,0,2120,7,ORD,N396äâ,6.0,20.0,US,2001
65.0,39.0,90.0,2120.0,1950,1900,50.0,0,3,24,75.0,2015.0,SAT,192.0,0,727,10,HOU,N652@@,6.0,20.0,WN,2001
175.0,159.0,1.0,855.0,854,610,164.0,0,3,19,-10.0,600.0,LGA,1076.0,0,370,11,FLL,N658JB,6.0,10.0,B6,2008
76.0,54.0,-1.0,1641.0,1642,1535,67.0,0,6,4,-10.0,1525.0,DEN,212.0,0,6279,11,GJT,N270YV,8.0,14.0,OO,2006
74.0,47.0,110.0,1800.0,1610,1458,72.0,0,5,29,108.0,1646.0,LIT,304.0,0,3777,4,DFW,N628AE,11.0,16.0,MQ,2005
86.0,74.0,-4.0,1908.0,1912,1845,87.0,0,3,1,-3.0,1842.0,MSP,408.0,0,1287,5,GRR,N603NW,5.0,7.0,NW,2002
278.0,250.0,-2.0,1658.0,1700,920,280.0,0,3,27,0.0,920.0,JFK,2153.0,0,2012,9,PHX,N632AW,6.0,22.0,HP,2000
151.0,108.0,77.0,2254.0,2137,2000,157.0,0,7,11,83.0,2123.0,ORD,719.0,0,553,4,EWR,N16310,7.0,36.0,CO,1999
60.0,52.0,-5.0,1015.0,1020,915,65.0,0,7,19,0.0,915.0,SJC,333.0,0,1181,11,ONT,N303,3.0,5.0,WN,2000
165.0,145.0,-22.0,1358.0,1420,915,185.0,0,2,24,-2.0,913.0,DFW,1235.0,0,2434,10,LAX,N497AA,7.0,13.0,AA,2006
132.0,116.0,65.0,1652.0,1547,1425,142.0,0,6,13,75.0,1540.0,LAX,862.0,0,39,5,DEN,N550UA,4.0,12.0,UA,2000
220.0,196.0,6.0,1541.0,1535,1005,210.0,0,4,7,-4.0,1001.0,MSP,1589.0,0,356,7,SFO,N548US,11.0,13.0,NW,2005
152.0,132.0,0.0,1044.0,1044,714,150.0,0,2,29,-2.0,712.0,TPA,1012.0,0,1326,2,ORD,N290AA,7.0,13.0,AA,2000
93.0,74.0,-1.0,2232.0,2233,2150,103.0,0,7,6,9.0,2159.0,SHV,552.0,0,4820,7,ATL,N972EV,4.0,15.0,EV,2008
112.0,90.0,-6.0,2214.0,2220,2121,119.0,0,2,30,1.0,2122.0,DEN,680.0,0,565,7,MSP,N336NW,5.0,17.0,NW,2002
75.0,56.0,32.0,1729.0,1657,1542,75.0,0,4,28,32.0,1614.0,LAX,337.0,0,2539,9,OAK,N917UA,9.0,10.0,UA,2000
69.0,41.0,-10.0,933.0,943,733,70.0,0,3,12,-9.0,724.0,DTW,229.0,0,1182,6,MDW,N334NB,7.0,21.0,NW,2002
203.0,177.0,-6.0,1917.0,1923,1655,208.0,0,5,29,-1.0,1654.0,SLC,1249.0,0,6997,9,ORD,N751SK,5.0,21.0,OO,2006
68.0,49.0,-13.0,855.0,908,850,78.0,0,3,31,-3.0,847.0,MOB,302.0,0,4665,1,ATL,N859AS,3.0,16.0,EV,2007
72.0,50.0,-11.0,1353.0,1404,1245,79.0,0,7,13,-4.0,1241.0,CLE,288.0,0,7337,6,IAD,N691BR,3.0,19.0,DH,2004
63.0,50.0,-2.0,1403.0,1405,1300,65.0,0,3,15,0.0,1300.0,STL,342.0,0,2086,8,OMA,N625@@,3.0,10.0,WN,2001
114.0,92.0,-1.0,1500.0,1501,1211,110.0,0,7,18,-5.0,1206.0,RDU,647.0,0,1962,1,ORD,N2CDAA,6.0,16.0,AA,2004
79.0,54.0,-1.0,2045.0,2046,1915,91.0,0,2,20,11.0,1926.0,LAX,337.0,0,1943,8,SFO,N292AA,7.0,18.0,AA,2002
72.0,56.0,2.0,832.0,830,820,70.0,0,2,20,0.0,820.0,PHX,328.0,0,478,7,ABQ,N697,4.0,12.0,WN,1999
291.0,176.0,81.0,1225.0,1104,830,214.0,0,1,8,4.0,834.0,IAH,1400.0,0,205,7,EWR,N83872,4.0,111.0,CO,1996
91.0,73.0,-2.0,1928.0,1930,1800,90.0,0,3,16,-3.0,1757.0,CVG,390.0,0,994,1,RDU,-N653D,7.0,11.0,DL,2002
119.0,94.0,-4.0,1731.0,1735,1631,124.0,0,2,19,1.0,1632.0,ORD,606.0,0,1247,6,ATL,N310ä1,10.0,15.0,UA,2001
